customer_id,nombre,email,telefono,fecha_registro,antiguedad_dias,ciudad,tipo_cliente,canal_principal,tiene_contrato,num_envios_6m,valor_total_6m,ticket_promedio,dias_ultimo_envio,num_reclamos_6m,tasa_entrega_exitosa,nps_score,churn
CLI006113,Cecilia Oviedo,angaritamercedes@example.org,(+57)3123439925,2020-02-23,1773.0,Bogotá,Empresa,API,0,20.0,1196000.0,59800.0,24.0,2.0,0.8177,9.9,0
CLI001350,Carmen Margarita Cruz,arangocarolina@example.net,573295946738,2019-05-12,2060.0,,Ecommerce,App,0,22.0,387200.0,17600.0,5.0,,0.893,8.0,0
CLI009282,Carmen Jaimes Bohórquez,claudia54@example.net,(+57) 310 981 29 77,2023-06-23,557.0,Pasto,,Web,1,,55200.0,9200.0,42.0,,0.8913,5.4,0
CLI005478,Andrés Moreno Castillo,gperez@example.com,5062010,2021-10-14,1174.0,Medellín,Ecommerce,App,0,21.0,417900.0,19900.0,36.0,1.0,0.966,6.1,0
CLI008147,Anderson Mosquera,osoriocarlos@example.org,(+57)3070400930,2019-06-19,2022.0,Bogotá,Ecommerce,Web,1,27.0,675000.0,25000.0,123.0,2.0,0.7928,5.5,0
CLI006138,Albeiro Salas,bautistanohora@example.com,(+57) 301 176 23 20,99/99/9999,2153.0,Bogotá,Natural,,0,3.0,31800.0,10600.0,69.0,2.0,0.8953,5.9,0
CLI000428,Jaime Andrés Mora,gmosquera@example.org,(+57)3290168618,2023-11-20,407.0,Cartagena,Empresa,Punto físico,0,7.0,252700.0,36100.0,125.0,1.0,0.8366,5.5,0
CLI000654,Patricia Luz Ariza,mariameneses@example.net,(+57) 328 037 21 78,2021-03-21,1381.0,Bogotá,Natural,Web,0,5.0,63500.0,12700.0,41.0,0.0,,7.5,1
CLI008344,Lisbeth Gómez Carmona,alberto83@example.org,352 10 01,2022-12-29,733.0,Medellín,Empresa,Punto físico,0,12.0,676800.0,56400.0,9.0,0.0,0.7196,6.8,0
CLI002056,Gildardo Juan Martínez,paulinaduque@example.com,(+57) 601 784 88 15,2020-09-25,1558.0,Medellín,Empresa,App,0,11.0,,40800.0,13.0,2.0,0.9068,6.7,1
CLI008546,Jhon Bedoya,eavila@example.org,+57 300 961 20 24,2021-04-26,1345.0,Cali,Empresa,Punto físico,1,12.0,424800.0,35400.0,7.0,2.0,0.8623,8.4,0
CLI002710,William Joel Castañeda,patriciamontoya@example.org,+57 323 174 82 76,99/99/9999,846.0,Cali,Natural,App,0,4.0,66800.0,,65.0,2.0,0.9226,3.9,1
CLI008665,María Ana Pineda Muñoz,gloria71@example.com,(+57)3150104358,2019-09-22,1927.0,Bogotá,Natural,Punto físico,0,2.0,47874000.0,9300.0,35.0,2.0,0.9457,9.3,1
CLI003514,Hugo Vergara,hugodiaz@example.com,+57 307 401 40 52,2022-05-08,968.0,Manizales,,App,0,10.0,484000.0,48400.0,21.0,0.0,0.8486,4.8,0
CLI006427,Milena Luz Rojas Vega,vanessa40@example.org,(+57)3102521914,2021-03-10,,Bogotá,Natural,Web,0,2.0,29400.0,14700.0,2.0,0.0,0.8745,5.5,1
CLI004603,Sebastián Cabrera Ávila,michael68@example.org,6059692753,2021-01-24,1437.0,Manizales,,Web,0,15.0,652500.0,43500.0,6.0,2.0,0.8521,5.7,0
CLI007727,Teresa Gutiérrez Amaya,moradiana@example.net,+57 328 574 08 67,2022-12-08,754.0,Bogotá,Natural,API,0,4.0,8464000.0,10000.0,38.0,1.0,0.7711,6.8,0
CLI003239,Inés Luz Vallejo Muñoz,rociovelasquez@example.org,+573081015516,2019-07-28,1983.0,Medellín,Natural,Punto físico,1,6.0,93600.0,15600.0,48.0,1.0,1.0,4.1,1
CLI009061,Astrid Díaz,dayanarosero@example.net,(+57)3266158422,2022-04-22,984.0,Cartagena,Natural,Punto físico,1,2.0,13800.0,6900.0,26.0,4.0,1.0,7.6,1
CLI000612,Catalina Torres,psarmiento@example.org,01 8006 218 081,2019-06-25,2016.0,Barranquilla,Natural,Punto físico,1,7.0,126000.0,18000.0,,,0.9832,5.3,1
CLI006415,Luis Suárez,correawilson@example.net,+57 319 463 35 25,2022-04-29,977.0,Cali,Empresa,Web,0,11.0,566500.0,51500.0,124.0,1.0,0.8564,3.6,0
CLI004566,Nelson Rojas Navarro,qrodriguez@example.com,+57 306 651 88 22,2020-12-22,1470.0,Barranquilla,Empresa,App,1,13.0,798200.0,61400.0,54.0,,0.8596,8.1,0
CLI009225,David Leonardo Molina Vargas,hernandezvalentina@example.com,(+57)3164764255,2021-03-12,1390.0,Bogotá,Natural,Web,0,9.0,119700.0,13300.0,65.0,2.0,0.8787,8.9,0
CLI007224,Diana Elena Londoño Ayala,franciaarias@example.com,573257449328,2021-10-11,,Bogotá,Natural,Web,0,,18200.0,9100.0,13.0,0.0,,6.6,0
CLI004376,Stiven Javier Pinzón Parada,palacioswalter@example.org,+573256973163,12-06-2022,,Bogotá,Natural,App,0,0.0,,10000.0,5.0,2.0,0.8922,9.2,0
CLI003644,Cecilia Lizeth Montes,munozefrain@example.com,57 317 419 24 65,2020-06-06,1669.0,Bogotá,Natural,App,0,2.0,27600.0,13800.0,58.0,1.0,0.8728,5.4,0
CLI001119,Hernando Julio Ríos Rincón,jose95@example.com,(+57)3159993312,2019-07-25,1986.0,Bogotá,Natural,App,0,,44800.0,22400.0,87.0,0.0,0.8692,7.3,1
CLI000555,José Fernando Ángel,roamaria@example.net,3101749713,20200416,1720.0,Bogotá,Empresa,App,1,12.0,417600.0,34800.0,38.0,0.0,,1.5,0
CLI002985,Antonio Elías Zapata,xmorales@example.org,57 327 266 91 64,2021-05-08,1333.0,Bogotá,Natural,API,0,3.0,33900.0,11300.0,12.0,3.0,0.8084,3.7,1
CLI000512,Leonor Ortega Gaitán,ladyballesteros@example.net,57 322 078 02 82,2022-11-01,,Cartagena,Empresa,App,0,11.0,232100.0,21100.0,45.0,0.0,0.8923,6.7,0
CLI003661,Wilson Cortés Gómez,camiloluna@example.com,(+57)3107291960,2022-09-23,830.0,Bogotá,Empresa,API,1,,522500.0,47500.0,28.0,3.0,,9.4,0
CLI004646,Andrea Ordóñez Hernández,cecilia62@example.com,018001937965,2023-07-05,545.0,Pasto,Ecommerce,API,1,15.0,41356000.0,19900.0,40.0,2.0,1.0,8.3,1
CLI000968,Ángel Molano,victorhurtado@example.com,573176744531,2023-06-24,556.0,Bogotá,Ecommerce,Web,0,14.0,291200.0,20800.0,14.0,1.0,0.9752,5.7,1
CLI009758,Óscar Rivera García,pabloramos@example.net,326 794 22 00,2019-02-05,2156.0,Cali,Natural,App,0,4.0,27600.0,6900.0,6.0,0.0,1.0,2.4,1
CLI006445,Humberto Rubén Aguirre Quiroz,operez@example.com,+57 312 350 13 80,2023-01-13,718.0,Bogotá,Natural,Web,0,1.0,10200.0,10200.0,2.0,2.0,,4.5,1
CLI007270,Luz Elena Gómez,gamboaluz@example.com,01 8009 002 218,2020-07-02,1643.0,Medellín,Empresa,App,0,15.0,33246000.0,39300.0,124.0,0.0,,5.1,0
CLI007225,Luz Carol Moreno Mejía,kagudelo@example.com,(+57)3154569792,2022-08-11,873.0,Barranquilla,Empresa,App,1,12.0,343200.0,28600.0,8.0,0.0,0.9398,5.9,0
CLI008769,Valentina Shirley Figueroa Rueda,yolimavelasco@example.org,573088961141,2019-11-19,1869.0,Cali,Empresa,Punto físico,1,5.0,195500.0,39100.0,38.0,4.0,0.8052,5.1,1
CLI007756,Fabio Jesús Arenas,william40@example.net,(+57)3084492486,2020-05-12,1694.0,Cúcuta,Empresa,App,1,13.0,557700.0,42900.0,88.0,5.0,0.8771,,1
CLI006327,Vanessa Acevedo Caballero,montoyacarlos@example.net,573016554734,2019-03-22,2111.0,Cartagena,Empresa,App,0,9.0,364500.0,40500.0,40.0,3.0,0.9958,6.1,0
CLI007829,Jorge Rodrigo Ramírez Cruz,mariaromero@example.org,(+57)6086659530,2020-11-22,1500.0,Bucaramanga,Empresa,,0,14.0,898800.0,64200.0,27.0,2.0,0.9955,10.0,0
CLI004538,Ana Melissa Mena Peña,mariamunoz@example.net,4962577,2022-10-07,,Cartagena,Ecommerce,Web,1,18.0,261000.0,14500.0,91.0,0.0,0.8269,9.3,0
CLI008723,Rubén Salgado Murillo,fernandofuentes@example.org,329 190 46 58,2020-05-10,1696.0,Barranquilla,Ecommerce,Web,0,17.0,316200.0,18600.0,14.0,2.0,0.8729,6.4,0
CLI008303,Gerardo Jairo Fernández,carolina05@example.com,+57 302 203 12 80,2020-10-27,1526.0,Bogotá,Natural,App,0,0.0,0.0,,85.0,1.0,0.8761,7.5,1
CLI008747,Brayan José Rodríguez Alarcón,mariacastro@example.net,6045902058,20210413,1358.0,Barranquilla,Natural,API,0,,,11100.0,122.0,0.0,0.9297,9.0,0
CLI006734,Amparo Esther Barrera Moreno,rodriguezandres@example.com,(+57)3119991386,2021-01-03,1458.0,Bucaramanga,Natural,,0,4.0,34000.0,8500.0,10.0,1.0,0.8225,7.4,1
CLI003648,Clara Ojeda,luzorozco@example.org,(+57)3037732864,2023-08-15,504.0,Medellín,Empresa,API,0,17.0,1122000.0,66000.0,91.0,3.0,0.9554,4.6,0
CLI005666,Elías Manuel Flórez Estrada,olga28@example.org,01 8001 351 906,2023-08-07,512.0,Barranquilla,Empresa,Web,0,13.0,460200.0,35400.0,1.0,,0.7282,5.4,0
CLI006095,Juan Alfonso González,pereznicolas@example.com,(+57) 609 973 13 35,2020-01-05,1822.0,,Ecommerce,Punto físico,0,22.0,451000.0,20500.0,1.0,1.0,0.7484,,1
CLI006130,Leonor Gómez,garciamyriam@example.net,57 603 375 15 28,27 Feb 2019,2134.0,Bogotá,Natural,Web,0,4.0,43600.0,10900.0,211.0,0.0,0.9822,7.4,1
CLI001110,Paola Marina Rodríguez,eliecerjaramillo@example.org,6077385433,2020-03-01,,Bogotá,Natural,App,0,5.0,,15400.0,14.0,1.0,,9.7,1
CLI009441,Lucía Durán Ospino,yreyes@example.com,3136313959,2022-12-28,734.0,Cali,Natural,App,1,4.0,31200.0,7800.0,54.0,2.0,0.8695,6.9,0
CLI009463,Antonio Fabio Acosta López,zpalacio@example.com,+57 305 427 77 19,2021-09-17,1201.0,,Natural,Punto físico,0,2.0,27000.0,13500.0,1.0,1.0,0.7929,6.6,0
CLI001039,Tatiana Diana Galvis Arboleda,leonor69@example.org,(+57)3042105589,2019-06-02,2039.0,Medellín,Empresa,App,0,13.0,482300.0,37100.0,42.0,1.0,0.8067,4.7,1
CLI001195,Libia Lucía Rueda Guzmán,tcontreras@example.org,+57 326 321 62 39,2020-10-14,,Cartagena,Empresa,App,0,10.0,606000.0,60600.0,6.0,0.0,0.8226,6.9,0
CLI007435,Gloria Lina Hurtado Díaz,lopezisabel@example.com,(+57)3163762650,99/99/9999,1696.0,,,Web,0,2.0,19000.0,9500.0,46.0,2.0,0.7558,9.6,1
CLI009974,Raquel Elvira Flórez Carvajal,milenarodriguez@example.net,3069285206,2020-11-05,1517.0,Medellín,Empresa,Punto físico,0,10.0,412000.0,41200.0,138.0,1.0,0.832,6.1,1
CLI007108,Juan Enrique Gómez Ortiz,javierlozano@example.net,(+57) 325 766 49 39,2020-08-10,1604.0,Cali,Natural,App,0,3.0,18300.0,6100.0,4.0,1.0,0.9705,,1
CLI008922,Horacio Alexander Pineda Castro,laurarivera@example.org,(+57)3225243857,2021-10-05,,Barranquilla,Natural,Web,0,3.0,39300.0,13100.0,44.0,0.0,0.9968,5.0,0
CLI004462,Juan Víctor Páez,esther99@example.org,3273626171,2019-11-26,1862.0,Medellín,Empresa,App,1,16.0,721600.0,45100.0,9.0,0.0,0.8837,6.1,0
CLI009241,Edwin Jairo Mendoza,opadilla@example.com,6012046829,2021-01-14,1447.0,Bogotá,Empresa,App,1,,320800.0,40100.0,84.0,2.0,0.9679,4.9,0
CLI006046,Alexis González Rodríguez,ospinaflor@example.com,303 167 64 15,12 Oct 2022,811.0,Medellín,Empresa,,1,13.0,951600.0,73200.0,195.0,2.0,0.8692,10.0,1
CLI000935,Danna Ana Arteaga,barbosacamilo@example.com,(+57)6098851496,2023-05-22,589.0,Bucaramanga,Natural,Web,1,4.0,12000.0,3000.0,,,0.8867,8.9,0
CLI005585,Andrea Díaz Arias,mmartinez@example.com,01 8001 001 298,2023-03-09,663.0,Barranquilla,Ecommerce,Web,0,17.0,209100.0,12300.0,36.0,0.0,0.9176,8.0,0
CLI008930,Yaneth Patricia Fuentes,rlopez@example.org,+57 309 540 41 09,2023-01-19,712.0,Medellín,Natural,App,0,4.0,33600.0,8400.0,318.0,0.0,0.9155,7.3,1
CLI009414,Jorge Hernán Murillo Morales,jrincon@example.org,(+57) 327 772 43 56,2021-01-07,1454.0,Pereira,Empresa,App,1,19.0,31103000.0,52700.0,53.0,1.0,0.8871,7.0,0
CLI007781,Rafael Héctor Caicedo,roberto60@example.org,3294413912,2023-12-16,,Bucaramanga,,App,0,4.0,58000.0,14500.0,3.0,0.0,0.8247,7.6,0
CLI006158,Marina Lucía Rodríguez Galindo,jesussanchez@example.com,+57 315 841 81 74,2020-04-27,1709.0,Bogotá,Ecommerce,API,1,8.0,133600.0,,10.0,1.0,,7.0,0
CLI000395,Felipe Argemiro Hernández,phernandez@example.org,+573031145939,2020-11-28,1494.0,Bogotá,Empresa,API,0,7.0,290500.0,41500.0,1.0,,1.0,5.7,0
CLI003211,Sonia Angie Guerra Vargas,augustoespitia@example.net,57 609 659 55 91,2022-01-11,1085.0,Medellín,Empresa,Web,0,8.0,225600.0,28200.0,6.0,0.0,0.7747,,0
CLI008722,Tomás Henry Tovar,kgomez@example.com,018002036853,2022-03-13,1024.0,Medellín,Empresa,App,0,12.0,596400.0,49700.0,21.0,0.0,,8.2,0
CLI001738,Alveiro González Martínez,ahernandez@example.com,+573061362639,2021-03-31,1371.0,Bogotá,,App,0,,376200.0,19800.0,2.0,3.0,0.9002,9.2,0
CLI009438,Maritza Arboleda,ccontreras@example.com,573210092367,2023-12-27,370.0,Bucaramanga,Empresa,Web,0,17.0,1094800.0,64400.0,16.0,1.0,0.8845,,0
CLI000562,Daniel Cortés Parra,sanchezjeison@example.com,300 608 98 19,10 Apr 2019,2092.0,Bogotá,Empresa,Punto físico,1,9.0,327600.0,,91.0,0.0,0.7613,4.6,1
CLI000023,Johana López Gómez,rociorojas@example.com,3054707883,2019-04-20,2082.0,Manizales,Natural,,0,5.0,18145000.0,12700.0,112.0,,0.8634,8.1,0
CLI002475,Luz Carmenza Padilla Flórez,fmejia@example.org,3126021812,2023-03-07,665.0,Medellín,Empresa,Punto físico,1,,469000.0,46900.0,115.0,0.0,0.7194,6.5,0
CLI001298,Vanessa García Granados,jairobecerra@example.net,573082524423,2021-05-06,,Bogotá,Ecommerce,App,1,14.0,330400.0,23600.0,11.0,1.0,0.9624,,0
CLI005837,Carolina Elena Palacios,fabiansierra@example.net,(+57)3206632928,2020-06-12,1663.0,Cartagena,Natural,Web,1,5.0,55500.0,11100.0,4.0,2.0,0.9329,,1
CLI001163,Claudia Acosta Sarmiento,gabriel80@example.org,+57 328 706 57 02,2019-06-06,2035.0,Cartagena,Natural,Web,1,3.0,36600.0,12200.0,149.0,0.0,0.9479,6.2,0
CLI006827,Elena Carolina Medina,mfigueroa@example.org,576045054496,2019-05-28,2044.0,Bogotá,Empresa,Punto físico,0,12.0,622800.0,,3.0,2.0,0.812,7.9,0
CLI001672,Jesús Federico Duque Suárez,carolinamartinez@example.net,3166130303,2022-12-19,743.0,Cali,Empresa,,0,13.0,549900.0,42300.0,19.0,0.0,0.9521,4.4,0
CLI002620,Camilo Anderson Salazar,johannasalazar@example.com,+57 605 163 03 59,2020-03-31,1736.0,Cúcuta,Ecommerce,Web,0,19.0,262200.0,13800.0,2.0,2.0,1.0,6.9,0
CLI007709,Amparo Chávez,wjimenez@example.org,+57 608 943 49 08,2023-10-18,440.0,Medellín,Ecommerce,App,1,16.0,188800.0,11800.0,78.0,3.0,0.7532,10.0,1
CLI001528,Juan Bayron Rincón,munozdarwin@example.com,323 105 21 56,2021-07-28,1252.0,Medellín,Empresa,Punto físico,1,13.0,,38500.0,8.0,3.0,0.7517,6.8,0
CLI004627,Natalia Aura Muñoz Ordóñez,gibarra@example.net,576011908006,2019-10-12,1907.0,Cartagena,Empresa,Web,1,13.0,538200.0,41400.0,60.0,1.0,0.9699,6.9,0
CLI009300,José Andrés Ospina,fredyjimenez@example.net,(+57) 305 210 80 54,2020-07-19,1626.0,Bogotá,Ecommerce,Punto físico,0,18.0,158400.0,8800.0,16.0,2.0,0.9892,5.8,0
CLI005624,Yaneth Hernández,stelladuque@example.org,01 8006 220 614,2021-01-23,1438.0,Cali,Empresa,App,1,15.0,454500.0,30300.0,88.0,0.0,0.7987,7.8,0
CLI005598,Juan Felipe Moreno,xmartinez@example.com,(+57) 308 710 48 56,2022-07-21,894.0,Medellín,Natural,Punto físico,1,2.0,5681000.0,9600.0,22.0,2.0,0.8882,1.7,1
CLI000059,Katherine Martínez,canojose@example.com,308 457 15 96,2022-12-20,742.0,Bogotá,,Punto físico,0,12.0,260400.0,21700.0,62.0,1.0,0.7516,5.7,1
CLI007077,Luis Mateo Díaz,alirio45@example.net,327 736 78 28,2020-12-30,1462.0,Bogotá,,API,1,4.0,47600.0,11900.0,99.0,1.0,0.9548,2.7,1
CLI008263,Giovanni Jairo Morales Niño,stellavega@example.org,57 326 885 92 45,2023-05-24,587.0,Cartagena,Empresa,,0,10.0,388000.0,38800.0,31.0,2.0,0.7701,3.3,0
CLI005413,Javier Alexander Cardona,burbanocecilia@example.org,(+57)3242950668,02/08/2020,1612.0,Medellín,Empresa,Punto físico,1,11.0,420200.0,38200.0,6.0,0.0,0.8427,5.7,0
CLI007476,Verónica Nelly Hernández,quinteromarcela@example.net,(+57)3257911815,20210928,,Cali,Empresa,Punto físico,0,16.0,806400.0,50400.0,19.0,,0.94,9.3,0
CLI004830,Jesús Wilman Angarita,cmedina@example.com,+573065259469,2022-10-18,805.0,Cúcuta,Ecommerce,API,0,19.0,266000.0,14000.0,43.0,0.0,,,0
CLI004561,María Giraldo,escobarnestor@example.org,3201778507,2019-08-05,1975.0,Pasto,,Web,1,13.0,,29000.0,72.0,0.0,0.8223,8.9,0
CLI002621,Jefferson Ortiz,amayaalbeiro@example.org,601 423 61 66,2021-05-30,1311.0,Cartagena,Empresa,Web,0,9.0,351000.0,39000.0,17.0,1.0,,7.8,0
CLI006428,Luis Andrés Gómez González,virginiaortiz@example.com,57 324 214 73 19,2023-07-01,549.0,Medellín,Natural,App,0,3.0,55500.0,18500.0,14.0,1.0,0.8465,5.4,1
CLI006741,Luis Arroyo,isabelmartinez@example.org,57 309 985 64 19,2023-08-16,503.0,Cali,Empresa,Web,1,15.0,472500.0,31500.0,103.0,0.0,0.9511,5.8,0
CLI005810,Nelson Miguel Monsalve Arias,montoyarafael@example.org,57 314 522 99 70,2022-01-13,1083.0,Bucaramanga,Natural,Web,0,1.0,8000.0,8000.0,43.0,0.0,1.0,10.0,0
CLI007482,Alexandra Alejandra Vásquez,victor83@example.net,3272729291,2023-12-07,390.0,Cúcuta,Natural,Punto físico,0,5.0,15000.0,3000.0,18.0,0.0,0.7716,6.1,0
CLI004824,Rocío Córdoba,ggarcia@example.org,+57 300 756 61 31,2022-10-15,808.0,Barranquilla,Ecommerce,App,0,15.0,420000.0,28000.0,3.0,2.0,,5.2,0
CLI003185,Gladys Verónica Marín,ecordoba@example.net,+57 305 891 43 37,99/99/9999,2072.0,Bogotá,Empresa,Punto físico,0,16.0,875200.0,54700.0,22.0,2.0,0.8098,6.9,0
CLI008704,Tatiana Ana Vanegas,edwar45@example.com,(+57)3248658748,2021-07-22,1258.0,Medellín,Natural,Web,1,3.0,,10900.0,3.0,1.0,1.0,,0
CLI000677,Marcela Emilce Méndez,alvarovelez@example.com,321 856 06 71,2022-01-19,1077.0,Cúcuta,Natural,API,1,3.0,49800.0,16600.0,1.0,0.0,0.9946,7.0,0
CLI005095,Álvaro Zuluaga Sandoval,sanchezpatricia@example.net,57 322 470 82 76,20220819,865.0,Pasto,Empresa,Punto físico,0,18.0,759600.0,42200.0,39.0,0.0,0.9326,7.6,0
CLI007459,Mary Eliana Vega,rodriguezvicente@example.net,+573134298756,2022-01-30,1066.0,Bogotá,Empresa,Web,0,16.0,668800.0,41800.0,52.0,0.0,0.9173,7.1,0
CLI000415,Alberto Ricardo Álvarez Pinzón,paulagomez@example.net,+57 327 381 29 46,2019-02-13,2148.0,Bogotá,Natural,App,1,3.0,29212000.0,16100.0,8.0,2.0,0.9233,,0
CLI007085,Rocío Rojas,valenciayasmin@example.org,(+57) 318 215 53 37,2022-05-06,,Cali,Ecommerce,,0,17.0,,20600.0,95.0,2.0,,10.0,0
CLI009782,Ever Yesid Triana,mariagonzalez@example.net,3035266662,20220418,,Cali,Empresa,Web,0,9.0,187200.0,20800.0,28.0,1.0,0.8225,5.8,1
CLI006444,Carmen Josefa Camacho,juan23@example.org,+573176911157,29/07/2023,521.0,,Ecommerce,App,1,22.0,220000.0,,,0.0,0.6887,3.6,0
CLI006168,Mercedes Mercedes Martínez Ramírez,santosandrea@example.org,573287238561,2023-07-20,530.0,Medellín,Ecommerce,Web,0,29.0,461100.0,15900.0,35.0,0.0,0.8796,8.5,0
CLI002849,Martha Clara Díaz Gonzáles,bernaljose@example.com,(+57) 311 294 51 05,2022-10-20,803.0,Bucaramanga,Natural,Punto físico,0,3.0,10200.0,3400.0,,,0.8984,9.5,0
CLI005359,Mery Andrea Castro Hernández,mquiroga@example.com,018009990451,17/01/2019,2175.0,Medellín,Empresa,Web,0,7.0,119000.0,17000.0,8.0,1.0,0.9782,3.4,0
CLI004056,Helena Mireya Trujillo,paolagalvis@example.com,576059155256,2019-01-19,2173.0,Cartagena,,App,1,8.0,112000.0,14000.0,,4.0,0.7788,4.3,1
CLI006809,Wilfredo Velandia Arias,irangel@example.com,6166696,2021-04-16,1355.0,,Empresa,Web,0,,687000.0,45800.0,29.0,0.0,0.9306,6.8,0
CLI009825,José Pérez Álvarez,josesalas@example.org,(+57)3242849685,2019-12-23,1835.0,Medellín,Natural,Web,1,4.0,53600.0,13400.0,12.0,0.0,0.8212,6.3,0
CLI005226,Yésica Gutiérrez,qdiaz@example.net,(+57) 607 732 59 73,2019-03-05,2128.0,Medellín,Natural,API,1,8.0,24000.0,3000.0,19.0,,0.9051,3.8,0
CLI005610,Omar Carlos Ramírez,frodriguez@example.org,01 8006 547 153,2022-12-14,748.0,Barranquilla,Empresa,Web,1,12.0,667200.0,55600.0,131.0,1.0,0.8577,7.1,0
CLI005604,Luis Ortega,icaceres@example.com,573290161438,2021-05-25,1316.0,Cúcuta,Natural,Punto físico,0,1.0,12800.0,12800.0,12.0,,0.8508,6.6,0
CLI000867,Gerardo Barrios,epulido@example.net,018009632775,2020-11-19,1503.0,Cartagena,Natural,App,0,3.0,39600.0,13200.0,33.0,1.0,0.8693,7.5,1
CLI006401,John Martínez,marcela64@example.org,(+57)3036687945,2022-07-20,895.0,Bogotá,Ecommerce,Punto físico,0,18.0,253800.0,14100.0,26.0,2.0,0.8727,10.0,1
CLI005373,José Julio Martínez Rivera,oscar94@example.org,(+57)3083417357,2020-02-03,1793.0,Bogotá,Ecommerce,App,1,19.0,471200.0,24800.0,58.0,1.0,0.9088,4.6,0
CLI004869,Luz López,enriquesanchez@example.org,6600022,2019-06-05,2036.0,Medellín,Empresa,App,0,13.0,378300.0,29100.0,85.0,2.0,0.8764,9.2,0
CLI005551,Héctor Eduardo Rangel Guerra,martharuiz@example.org,+57 603 212 95 80,2020-12-26,1466.0,Bogotá,Empresa,App,0,12.0,519600.0,43300.0,5.0,1.0,0.7827,8.5,0
CLI004834,Mabel Julieth Vargas,ceciliasalazar@example.net,(+57)3252503777,2023-11-21,406.0,Barranquilla,Natural,App,0,2.0,24000.0,12000.0,1.0,2.0,0.8545,6.2,1
CLI001898,Alonso Barrios Suárez,angie20@example.org,+573299341214,2020-04-16,1720.0,Bogotá,Natural,API,0,3.0,62400.0,20800.0,19.0,2.0,0.937,3.7,1
CLI007889,Alfonso Rangel López,vvalencia@example.com,(+57) 606 331 10 74,2022-02-05,1060.0,Barranquilla,Ecommerce,App,1,28.0,526400.0,18800.0,75.0,0.0,0.8768,10.0,0
CLI003022,Omar Toro Bejarano,tatiana45@example.org,(+57) 311 832 84 89,2022-02-18,1047.0,Barranquilla,Natural,Web,0,3.0,24600.0,8200.0,86.0,1.0,,5.2,1
CLI007038,Camilo Acosta,pachecojorge@example.net,(+57)3248010362,2019-12-24,1834.0,Barranquilla,Natural,Web,0,5.0,79000.0,,17.0,0.0,0.8423,5.8,0
CLI002392,Arturo Salazar Jiménez,duartefernando@example.net,6085310112,2019-08-16,1964.0,Bucaramanga,Empresa,Punto físico,0,9.0,322200.0,35800.0,10.0,,,7.3,0
CLI002770,María López Bonilla,jenniferpedraza@example.net,01 8009 854 574,2023-04-21,,Pasto,Natural,Punto físico,0,4.0,,7000.0,,1.0,0.8526,7.2,1
CLI002190,Patricia Fuentes,kcamargo@example.net,326 837 35 48,2021-04-07,1364.0,Cúcuta,Natural,Punto físico,0,3.0,9000.0,3000.0,4.0,0.0,0.8909,6.0,0
CLI005866,Mariela Correa,esperanzaluna@example.net,(+57)6091019683,2020-08-01,1613.0,Medellín,Natural,API,0,4.0,22000.0,5500.0,4.0,2.0,0.8591,6.2,1
CLI001818,Graciela Ruiz,maira53@example.org,(+57) 325 051 80 97,2021-05-14,1327.0,Medellín,Natural,Punto físico,0,3.0,36300.0,12100.0,,0.0,,7.8,0
CLI009991,María Mónica Cárdenas Bolívar,jlondono@example.net,+576075787916,2023-07-22,528.0,Bogotá,Empresa,App,1,10.0,681000.0,,,1.0,0.8026,3.8,0
CLI001938,José Rodríguez Fonseca,laura05@example.com,3023471905,2023-09-19,,Cali,Ecommerce,App,1,20.0,476000.0,23800.0,13.0,1.0,0.7448,8.1,0
CLI001902,Juan González Jaramillo,lopezmercedes@example.org,+573112532206,2020-06-16,1659.0,Bogotá,Natural,App,0,3.0,10800.0,3600.0,35.0,5.0,0.974,10.0,0
CLI006492,Fernando Andrés López,schavez@example.com,+573188992593,2019-09-07,1942.0,Barranquilla,Natural,Web,0,9.0,194400.0,21600.0,11.0,0.0,0.9853,5.4,0
CLI008062,Mónica Alexandra Ávila,luciamosquera@example.net,+57 320 035 44 37,2019-10-16,1903.0,Bogotá,Natural,Web,1,5.0,56000.0,11200.0,38.0,2.0,0.8699,5.2,0
CLI007363,Patricia Marina Rojas Muñoz,dalarcon@example.org,+57 320 475 38 46,9 Apr 2021,1362.0,Cúcuta,Natural,API,1,4.0,42000.0,10500.0,19.0,1.0,0.8946,7.4,0
CLI001211,Fernanda Yulieth Calderón Bravo,miguel12@example.net,+573298474018,2020-10-03,1550.0,Bucaramanga,Empresa,Punto físico,1,12.0,426000.0,35500.0,95.0,2.0,0.8402,,0
CLI007963,Orlando Pérez,nmontes@example.com,(+57)3196129875,2021-12-23,1104.0,Barranquilla,Natural,App,0,5.0,,13400.0,,4.0,0.9226,9.0,1
CLI005184,Rocío Durán Paz,kevin96@example.org,+57 322 016 93 96,2019-06-11,2030.0,Barranquilla,,App,0,21.0,1524600.0,72600.0,16.0,2.0,0.8238,8.1,0
CLI007045,Jhon Humberto Ríos,patricia40@example.net,(+57) 304 877 10 22,2023-02-13,687.0,Pereira,Empresa,Punto físico,0,15.0,780000.0,52000.0,35.0,1.0,0.7698,6.6,0
CLI001727,Susana Martínez Barrera,cecilia08@example.com,57 318 626 38 08,2020-11-15,1507.0,Medellín,Natural,Punto físico,0,6.0,46800.0,7800.0,68.0,2.0,0.7633,7.5,1
